current_stage,stage_index,state,paf_count,area,open_litigations,resolved_litigations,compensation_pct,rehabilitation_progress_pct,days_in_current_stage,prior_stage_avg_days,stage_overrun_ratio,observed_elapsed_days,delay_label,delay_days,remaining_delay_days,started_day
3C,1,Andhra Pradesh,100,47.4,1,0,58.8,48.2,71,80.8,0.789,152,1,94,92,365
3H,4,Uttar Pradesh,256,3.0,1,0,64.1,38.2,205,6.5,3.417,231,0,56,245,365
3E,5,Maharashtra,89,70.6,1,0,62.8,54.7,157,72.4,3.489,519,1,238,184,364
3D,2,Uttar Pradesh,143,66.5,0,0,44.2,31.5,73,41.8,0.608,157,1,168,281,364
3H,4,Karnataka,226,116.2,3,1,66.9,71.1,216,70.9,3.6,499,1,465,386,364
3A,0,Rajasthan,85,58.8,1,0,67.9,64.9,12,25.9,0.2,38,0,6,29,364
3A,0,Gujarat,31,3.4,0,1,84.9,63.3,18,27.9,0.3,46,0,2,16,364
3H,4,Gujarat,35,14.1,0,1,46.2,45.2,78,19.7,1.3,157,0,99,363,362
3H,4,Karnataka,939,634.0,1,2,51.3,50.1,148,45.8,2.467,331,1,223,311,362
3G,3,Maharashtra,478,200.3,0,0,55.3,39.5,106,9.4,1.178,134,0,8,234,361
3D,2,Gujarat,65,53.2,0,0,79.7,75.6,118,47.0,0.983,212,0,4,62,360
3E,5,Madhya Pradesh,160,42.3,1,0,44.5,35.7,92,43.0,2.044,307,1,310,468,360
3A,0,Karnataka,536,177.9,0,0,64.0,50.9,17,22.7,0.283,40,0,2,23,359
3H,4,Karnataka,225,83.0,0,0,57.1,42.0,11,51.5,0.183,217,0,20,223,359
3E,5,Andhra Pradesh,233,88.9,0,0,79.8,49.8,158,36.0,3.511,338,0,0,109,358
3A,0,Andhra Pradesh,113,83.4,2,2,49.9,45.2,15,41.5,0.25,56,1,43,46,357
3H,4,Karnataka,126,61.2,0,0,51.6,54.2,212,49.6,3.533,410,0,150,159,357
3C,1,Andhra Pradesh,136,24.5,2,1,75.1,72.1,71,134.1,0.789,205,1,81,26,357
3H,4,Uttar Pradesh,23,12.8,0,1,67.8,51.3,429,34.6,7.15,567,1,303,155,357
3D,2,Rajasthan,377,154.6,2,0,75.1,52.7,124,71.8,1.033,268,0,60,62,356
3A,0,Madhya Pradesh,57,35.5,1,0,81.5,94.0,21,33.2,0.35,54,0,9,15,354
3A,0,Andhra Pradesh,1072,509.8,1,0,58.0,48.8,45,8.7,0.75,54,0,21,27,352
3D,2,Andhra Pradesh,1132,593.9,2,2,34.0,48.7,50,29.6,0.417,109,0,25,186,352
3G,3,Uttar Pradesh,18,3.0,1,0,48.2,30.9,46,17.1,0.511,97,0,19,281,352
3G,3,Tamil Nadu,151,89.0,0,0,54.6,44.1,69,63.5,0.767,260,0,119,219,352
3G,3,Gujarat,207,38.3,0,0,42.3,44.7,83,36.9,0.922,194,1,287,454,351
3D,2,Andhra Pradesh,102,77.8,1,0,43.2,31.9,10,40.6,0.083,91,0,63,242,351
3E,5,Uttar Pradesh,329,75.2,2,1,77.6,61.9,183,60.4,4.067,485,0,184,164,350
3H,4,Rajasthan,208,113.5,0,0,75.0,41.5,199,32.9,3.317,331,0,60,150,350
3D,2,Karnataka,28,28.4,2,1,27.7,33.6,101,11.6,0.842,124,1,519,665,349
3A,0,Gujarat,228,124.9,1,0,61.6,46.5,47,8.6,0.783,56,0,19,23,349
3D,2,Madhya Pradesh,30,15.0,0,0,57.7,52.8,95,54.2,0.792,203,1,234,301,349
3G,3,Karnataka,47,11.1,0,0,53.8,56.7,41,30.9,0.456,134,0,0,210,348
3G,3,Madhya Pradesh,94,26.3,0,0,44.9,26.1,31,32.9,0.344,130,0,21,251,348
3H,4,Karnataka,275,186.4,1,1,68.8,43.0,168,26.6,2.8,274,0,85,231,348
3E,5,Tamil Nadu,130,84.1,2,0,70.5,56.0,142,62.3,3.156,454,0,173,184,346
3C,1,Gujarat,41,3.0,0,0,85.9,96.8,50,80.9,0.556,131,0,0,14,345
3G,3,Gujarat,94,23.1,1,0,51.0,51.6,242,17.7,2.689,295,1,526,591,345
3D,2,Rajasthan,39,16.7,1,1,56.0,62.0,104,38.3,0.867,181,0,64,154,345
3C,1,Maharashtra,34,29.8,0,1,44.1,21.2,24,36.4,0.267,60,0,38,128,344
3C,1,Gujarat,207,3.0,0,1,56.4,43.8,54,24.3,0.6,78,0,22,93,344
3A,0,Gujarat,93,62.1,2,0,72.1,30.3,45,36.2,0.75,81,1,45,24,344
3D,2,Rajasthan,494,99.0,1,1,80.8,73.0,202,42.0,1.683,286,0,81,64,343
3C,1,Tamil Nadu,29,5.5,0,1,55.7,16.4,36,9.3,0.4,45,0,18,123,343
3H,4,Tamil Nadu,105,3.0,1,0,74.9,65.4,115,78.8,1.917,430,0,73,63,342
3H,4,Gujarat,184,77.6,1,1,63.3,71.6,97,79.3,1.617,414,0,40,46,342
3H,4,Madhya Pradesh,29,3.0,1,2,49.8,38.6,208,21.6,3.467,295,1,480,605,341
3H,4,Karnataka,82,69.2,3,0,46.0,63.1,97,55.7,1.617,320,0,105,205,340
3C,1,Maharashtra,207,149.5,1,0,50.2,47.3,56,78.3,0.622,134,1,117,133,340
3H,4,Maharashtra,344,185.1,1,1,34.9,26.9,48,35.0,0.8,188,1,331,563,340
3G,3,Rajasthan,114,44.6,0,0,78.8,69.1,136,61.9,1.511,322,0,29,67,340
3C,1,Karnataka,27,3.0,1,0,73.6,76.2,101,70.7,1.122,172,1,88,66,340
3C,1,Andhra Pradesh,82,33.3,0,0,86.3,50.5,53,92.6,0.589,146,0,33,37,339
3D,2,Gujarat,723,277.9,0,0,45.5,43.6,29,43.7,0.242,116,0,98,252,339
3E,5,Uttar Pradesh,115,74.9,1,0,55.1,56.1,161,48.2,3.578,402,1,260,324,338
3D,2,Gujarat,473,87.9,1,0,63.9,44.2,163,44.1,1.358,251,0,112,131,338
3A,0,Maharashtra,62,49.1,1,0,74.8,73.3,36,14.0,0.6,50,0,5,15,338
3A,0,Karnataka,166,85.6,0,1,47.9,50.7,15,40.5,0.25,56,1,59,64,337
3D,2,Maharashtra,82,21.1,1,0,68.6,45.8,30,67.4,0.25,165,0,21,126,337
3D,2,Tamil Nadu,41,4.6,0,1,83.3,63.5,116,48.0,0.967,212,0,0,53,336
3D,2,Gujarat,80,36.8,0,0,54.3,54.7,42,34.0,0.35,110,0,29,189,336
3H,4,Madhya Pradesh,204,108.0,0,0,68.0,36.9,178,42.7,2.967,349,0,78,149,335
3G,3,Gujarat,229,37.3,1,1,79.4,40.6,332,34.1,3.689,434,1,209,135,335
3H,4,Andhra Pradesh,500,206.8,2,2,64.7,53.8,292,46.1,4.867,477,1,292,235,335
3C,1,Andhra Pradesh,114,57.7,1,1,42.5,34.0,29,32.3,0.322,61,1,101,189,334
3G,3,Maharashtra,93,71.0,0,0,50.9,50.8,119,49.5,1.322,268,1,182,274,334
3C,1,Rajasthan,101,34.2,0,1,78.6,50.2,114,62.0,1.267,176,1,75,49,334
3E,5,Rajasthan,221,64.4,3,1,65.8,65.8,332,20.0,7.378,432,0,76,109,334
3G,3,Rajasthan,85,14.8,1,0,31.8,36.3,59,76.0,0.656,287,1,316,389,333
3C,1,Gujarat,175,51.1,0,0,59.0,61.8,56,55.5,0.622,111,0,43,82,331
3D,2,Rajasthan,35,3.0,1,1,51.4,39.2,36,85.7,0.3,207,0,134,197,331
3E,5,Uttar Pradesh,72,3.0,0,2,78.9,65.7,266,38.2,5.911,457,0,99,107,329
3H,4,Karnataka,62,37.2,1,0,58.3,51.1,209,27.1,3.483,317,0,152,254,329
3H,4,Karnataka,108,10.9,2,1,68.0,58.0,73,94.9,1.217,453,0,209,176,329
3E,5,Rajasthan,95,34.3,2,2,50.3,54.0,74,43.8,1.644,293,0,70,242,328
3C,1,Uttar Pradesh,359,110.4,0,2,36.4,51.1,41,17.5,0.456,59,0,36,127,327
3H,4,Maharashtra,312,106.7,0,0,47.1,38.2,191,24.2,3.183,288,1,389,521,327
3H,4,Gujarat,181,124.9,3,1,38.2,30.1,123,31.3,2.05,248,1,731,902,327
3D,2,Karnataka,92,65.9,1,0,66.1,51.8,62,111.0,0.517,284,0,80,66,326
3H,4,Uttar Pradesh,683,180.1,0,3,52.6,48.5,53,74.7,0.883,352,1,262,330,326
3D,2,Gujarat,57,23.1,1,0,78.0,60.0,98,75.7,0.817,249,0,46,67,325
3A,0,Uttar Pradesh,456,190.7,2,2,46.8,29.5,14,16.0,0.233,30,1,85,115,325
3H,4,Tamil Nadu,37,3.0,0,0,92.6,57.6,121,46.2,2.017,306,0,5,119,324
3H,4,Andhra Pradesh,28,9.1,0,0,60.6,75.6,152,36.4,2.533,298,0,33,156,324
3D,2,Karnataka,436,243.7,3,1,68.2,49.3,234,40.9,1.95,316,1,237,192,323
3G,3,Andhra Pradesh,110,43.7,2,1,60.4,58.3,246,36.0,2.733,354,1,281,288,323
3G,3,Karnataka,313,177.6,1,0,45.9,29.5,105,11.6,1.167,140,0,127,347,322
3E,5,Gujarat,163,40.4,2,0,76.0,59.5,247,41.9,5.489,456,0,46,55,321
3A,0,Karnataka,903,249.9,0,0,77.6,47.5,14,27.7,0.233,42,0,4,22,320
3H,4,Andhra Pradesh,107,29.5,0,0,80.4,43.2,65,98.8,1.083,460,0,168,128,319
3E,5,Madhya Pradesh,259,62.2,1,1,50.2,42.9,44,63.1,0.978,360,0,202,308,319
3E,5,Tamil Nadu,289,89.8,0,0,69.9,47.0,22,52.8,0.489,286,0,54,233,319
3C,1,Gujarat,627,74.6,0,0,50.7,45.5,105,9.8,1.167,115,0,65,101,318
3G,3,Uttar Pradesh,105,7.4,0,0,60.9,61.9,107,33.3,1.189,207,0,36,189,318
3C,1,Rajasthan,21,3.0,0,1,76.5,46.0,44,49.1,0.489,93,0,0,55,318
3A,0,Gujarat,72,20.9,1,0,60.8,51.0,13,50.1,0.217,63,1,68,64,318
3A,0,Uttar Pradesh,159,114.4,1,2,54.5,37.6,26,16.3,0.433,42,0,27,45,317
3D,2,Uttar Pradesh,45,26.1,0,0,52.1,35.7,55,33.6,0.458,122,0,74,222,317
3D,2,Andhra Pradesh,92,54.4,1,0,85.3,70.7,48,122.4,0.4,293,0,68,45,317
3C,1,Gujarat,65,48.7,1,2,35.6,40.1,40,54.6,0.444,95,1,129,184,317
3C,1,Andhra Pradesh,334,164.8,1,0,60.8,73.2,71,38.2,0.789,109,0,29,69,316
3G,3,Tamil Nadu,54,36.5,2,0,66.2,49.7,75,105.9,0.833,393,0,149,116,316
3A,0,Maharashtra,116,37.5,1,0,76.9,61.0,19,27.9,0.317,47,0,10,23,315
3A,0,Maharashtra,87,19.5,3,1,32.7,37.1,22,28.9,0.367,51,1,148,157,314
3H,4,Andhra Pradesh,307,140.9,0,0,74.3,39.6,91,87.9,1.517,443,0,131,108,313
3A,0,Andhra Pradesh,171,38.8,2,2,43.2,47.2,7,40.8,0.117,48,0,28,40,312
3D,2,Karnataka,72,38.7,2,1,66.2,49.8,74,85.9,0.617,246,0,115,139,312
3C,1,Gujarat,283,168.7,0,0,66.3,51.5,12,85.1,0.133,97,0,8,61,311
3G,3,Karnataka,606,419.1,0,0,72.3,30.1,62,52.0,0.689,218,0,5,147,311
3C,1,Madhya Pradesh,257,101.1,2,1,49.0,53.3,79,52.4,0.878,131,0,47,66,311
3A,0,Maharashtra,385,214.7,0,0,59.2,42.9,17,26.0,0.283,43,0,21,38,310
3C,1,Karnataka,351,255.0,0,0,56.6,52.0,22,30.9,0.244,53,0,4,101,310
3D,2,Tamil Nadu,708,60.8,2,0,84.1,75.3,30,94.8,0.25,220,0,17,67,309
3G,3,Karnataka,142,84.0,0,0,61.4,56.2,113,22.7,1.256,181,0,0,177,309
3C,1,Madhya Pradesh,104,36.1,2,0,38.3,31.5,32,53.0,0.356,85,1,148,213,309
3D,2,Andhra Pradesh,345,109.6,1,1,88.4,54.8,67,95.0,0.558,257,0,30,43,308
3C,1,Karnataka,28,37.9,0,0,58.2,45.2,6,41.6,0.067,48,0,0,97,308
3E,5,Madhya Pradesh,109,3.3,1,0,45.3,34.2,114,8.4,2.533,156,0,49,358,308
3C,1,Maharashtra,75,54.4,0,1,83.9,50.2,58,53.3,0.644,111,0,16,55,308
3G,3,Maharashtra,415,118.4,0,0,75.5,59.8,146,17.8,1.622,200,0,20,181,308
3D,2,Karnataka,356,191.0,1,0,65.1,61.5,26,82.2,0.217,190,0,29,108,307
3A,0,Karnataka,110,12.3,1,1,50.2,30.6,12,30.4,0.2,42,1,55,72,306
3E,5,Madhya Pradesh,130,44.0,1,0,70.3,63.3,128,50.1,2.844,378,0,46,133,306
3D,2,Rajasthan,404,113.8,0,2,59.5,39.6,79,16.7,0.658,112,0,74,232,306
3C,1,Gujarat,144,100.3,1,0,54.3,55.5,19,64.7,0.211,84,0,23,89,306
3D,2,Gujarat,96,37.4,0,0,49.2,53.3,95,47.7,0.792,190,0,50,130,305
3H,4,Gujarat,49,55.3,0,0,46.6,53.8,197,26.9,3.283,305,1,334,449,305
3A,0,Andhra Pradesh,102,70.0,2,1,48.3,52.2,25,13.9,0.417,39,0,15,37,304
3H,4,Rajasthan,200,153.2,2,2,61.7,62.2,249,66.9,4.15,517,0,204,108,304
3D,2,Madhya Pradesh,334,176.1,1,0,47.6,43.2,96,75.4,0.8,247,1,238,261,303
3D,2,Rajasthan,5,3.0,4,0,14.2,59.6,38,76.2,0.317,190,1,762,842,302
3A,0,Tamil Nadu,281,57.4,2,2,72.0,60.7,24,33.8,0.4,58,1,40,42,302
3G,3,Karnataka,182,113.3,0,2,74.4,41.5,112,39.5,1.244,231,0,61,191,301
3C,1,Madhya Pradesh,189,68.9,2,1,81.5,79.0,77,69.9,0.856,147,0,12,15,301
3E,5,Maharashtra,43,3.0,0,0,64.0,65.3,228,9.1,5.067,274,0,12,203,301
3D,2,Karnataka,340,63.6,2,1,56.1,78.3,133,92.6,1.108,318,1,202,154,301
3C,1,Andhra Pradesh,676,188.8,1,0,66.2,66.6,89,26.4,0.989,115,0,16,51,301
3H,4,Karnataka,140,34.2,1,0,61.4,53.4,229,73.1,3.817,521,1,524,423,299
3C,1,Tamil Nadu,46,3.0,0,0,51.0,46.3,23,106.8,0.256,130,1,92,112,298
3A,0,Madhya Pradesh,604,321.9,0,0,37.7,38.2,19,9.3,0.317,28,1,39,71,297
3D,2,Andhra Pradesh,77,11.3,0,1,90.2,50.3,105,58.3,0.875,222,0,0,36,297
3C,1,Madhya Pradesh,67,26.9,0,1,82.8,70.1,62,84.9,0.689,147,0,10,13,297
3A,0,Karnataka,196,82.3,1,0,74.3,60.6,15,41.1,0.25,56,0,8,12,296
3G,3,Gujarat,179,111.3,0,1,34.6,38.4,83,31.0,0.922,176,1,295,479,296
3E,5,Maharashtra,160,104.2,1,0,63.4,35.7,111,47.9,2.467,350,0,176,290,296
3A,0,Tamil Nadu,385,325.2,1,0,92.2,66.2,17,41.8,0.283,59,0,4,6,296
3D,2,Rajasthan,371,114.7,0,0,57.4,43.2,65,17.0,0.542,99,0,116,286,295
3G,3,Madhya Pradesh,118,56.9,4,0,22.7,60.6,294,33.9,3.267,396,1,825,790,295
3D,2,Tamil Nadu,169,120.6,1,1,59.7,69.1,251,57.9,2.092,367,1,192,95,294
3G,3,Uttar Pradesh,283,156.9,1,1,55.3,28.2,133,10.1,1.478,163,0,112,309,294
3D,2,Gujarat,264,163.0,1,0,59.7,30.0,48,23.3,0.4,95,0,24,199,294
3D,2,Tamil Nadu,272,191.7,2,2,58.6,53.8,27,119.1,0.225,265,0,125,130,293
3C,1,Karnataka,139,3.8,0,1,97.2,58.3,63,76.0,0.7,139,0,10,21,292
3G,3,Uttar Pradesh,83,52.3,2,2,75.7,68.3,212,50.1,2.356,362,0,65,63,291
3D,2,Maharashtra,129,75.9,0,1,69.9,54.4,212,47.9,1.767,308,1,179,141,291
3C,1,Andhra Pradesh,51,3.0,1,0,65.8,68.4,17,181.3,0.189,198,1,148,100,290
3D,2,Rajasthan,103,65.4,0,0,68.5,54.4,142,82.8,1.183,308,0,80,42,290
3C,1,Rajasthan,185,88.7,1,0,89.7,73.3,64,66.5,0.711,130,0,4,23,289
3C,1,Karnataka,76,51.0,2,0,55.8,52.4,111,82.6,1.233,194,1,141,98,288
3E,5,Karnataka,255,226.8,1,0,75.1,51.0,206,27.7,4.578,344,0,166,287,288
3C,1,Andhra Pradesh,114,76.0,1,1,68.2,71.7,87,12.1,0.967,99,0,20,71,287
3D,2,Rajasthan,105,83.1,0,0,42.8,16.7,66,30.5,0.55,127,1,162,305,287
3D,2,Karnataka,172,67.0,0,3,76.9,66.3,121,42.1,1.008,205,0,26,91,287
3A,0,Karnataka,44,30.5,2,0,63.6,49.9,29,19.8,0.483,49,0,8,19,287
3D,2,Uttar Pradesh,79,68.2,0,1,69.4,66.1,31,94.4,0.258,220,0,3,53,287
3D,2,Gujarat,67,20.3,1,1,71.7,57.4,105,73.9,0.875,253,0,98,115,287
3D,2,Tamil Nadu,72,43.4,1,0,56.9,62.5,85,48.4,0.708,182,0,5,93,286
3E,5,Maharashtra,187,104.2,1,1,60.3,67.9,97,38.8,2.156,291,0,50,224,286
3D,2,Gujarat,115,57.6,2,0,72.1,55.7,38,100.1,0.317,238,0,64,96,285
3C,1,Rajasthan,33,37.6,1,0,38.1,53.4,105,32.4,1.167,137,1,137,150,285
3C,1,Maharashtra,123,71.0,0,0,50.6,45.2,35,68.1,0.389,103,0,67,114,284
3H,4,Gujarat,216,92.5,3,0,70.6,58.9,78,105.9,1.3,502,0,204,123,284
3H,4,Uttar Pradesh,152,108.2,0,0,17.8,39.8,133,20.1,2.217,214,1,803,1010,282
3D,2,Rajasthan,280,87.2,1,0,52.0,53.1,102,101.5,0.85,305,0,135,100,281
3A,0,Uttar Pradesh,103,17.5,0,1,63.8,35.2,5,13.8,0.083,19,0,0,41,281
3C,1,Uttar Pradesh,126,70.3,0,0,53.1,48.3,56,40.4,0.622,96,0,74,128,280
3E,5,Uttar Pradesh,67,31.9,0,0,50.7,51.5,125,22.5,2.778,238,0,20,247,280
3D,2,Karnataka,80,25.0,0,1,81.2,90.1,157,26.2,1.308,209,0,0,38,279
3E,5,Karnataka,113,19.6,2,0,58.0,46.8,61,44.3,1.356,283,0,9,192,278
3C,1,Gujarat,189,142.2,0,1,43.4,48.6,59,28.0,0.656,87,0,28,91,277
3D,2,Madhya Pradesh,127,44.3,0,4,79.5,66.0,101,69.8,0.842,241,0,26,55,277
3G,3,Rajasthan,307,275.2,0,0,48.2,45.7,80,27.1,0.889,161,0,69,268,277
3A,0,Gujarat,129,53.4,0,0,71.6,57.4,14,35.4,0.233,49,0,9,20,277
3H,4,Andhra Pradesh,24,9.5,0,1,74.4,43.7,209,27.5,3.483,319,0,103,204,277
3D,2,Maharashtra,123,65.0,1,0,63.8,64.0,59,111.2,0.492,281,0,108,97,276
3A,0,Madhya Pradesh,62,7.7,0,0,77.8,47.7,8,28.1,0.133,36,0,4,28,276
3D,2,Maharashtra,190,177.2,0,0,84.3,56.6,80,85.3,0.667,251,0,89,109,276
3C,1,Karnataka,57,3.0,0,0,53.4,35.0,9,63.9,0.1,73,0,61,139,275
3A,0,Karnataka,85,79.8,0,1,69.7,45.1,21,16.2,0.35,37,0,10,33,275
3D,2,Maharashtra,600,339.4,0,1,70.0,53.1,38,84.9,0.317,208,0,25,87,275
3A,0,Uttar Pradesh,184,56.5,0,1,72.7,54.4,3,45.8,0.05,49,0,9,20,274
3A,0,Gujarat,117,55.4,1,0,67.8,45.2,34,24.5,0.567,58,1,41,43,274
3A,0,Tamil Nadu,39,18.7,0,0,79.3,57.9,19,36.4,0.317,55,0,14,18,274
3A,0,Uttar Pradesh,123,49.3,0,1,47.0,36.7,11,9.8,0.183,21,0,11,50,273
3G,3,Madhya Pradesh,236,74.0,0,0,61.4,60.2,73,80.1,0.811,313,0,13,60,273
3H,4,Tamil Nadu,201,95.8,2,1,41.0,46.1,161,32.1,2.683,289,1,295,426,273
3G,3,Maharashtra,182,114.9,0,0,44.1,32.1,86,16.5,0.956,135,0,95,319,272
3D,2,Gujarat,186,74.5,0,0,37.0,30.8,58,10.5,0.483,79,0,44,235,272
3G,3,Gujarat,52,28.0,1,0,23.9,35.4,62,27.4,0.689,144,1,849,1065,272
3C,1,Madhya Pradesh,69,34.0,0,1,91.7,56.2,102,76.8,1.133,179,0,53,24,272
3C,1,Tamil Nadu,574,235.8,2,1,51.6,49.4,111,23.4,1.233,134,0,71,86,271
3C,1,Rajasthan,59,33.5,0,0,51.3,51.9,18,60.2,0.2,78,0,14,86,271
3A,0,Maharashtra,100,43.3,0,1,60.2,57.8,29,23.6,0.483,53,0,9,16,271
3G,3,Rajasthan,385,112.7,0,2,82.4,67.6,172,51.2,1.911,326,0,15,49,270
3H,4,Andhra Pradesh,22,11.1,0,0,48.3,32.5,45,53.5,0.75,259,1,239,400,270
3D,2,Tamil Nadu,134,27.7,0,0,49.9,40.2,47,19.8,0.392,87,0,28,212,269
3H,4,Tamil Nadu,187,22.7,0,0,54.9,37.2,92,25.6,1.533,194,0,46,271,269
3G,3,Tamil Nadu,51,29.5,0,0,47.8,42.1,25,23.5,0.278,96,0,2,266,269
3G,3,Tamil Nadu,55,47.8,2,0,63.7,52.0,60,126.0,0.667,438,1,262,184,268
3E,5,Andhra Pradesh,96,36.5,2,1,47.0,35.3,116,36.3,2.578,298,0,180,348,267
3G,3,Rajasthan,80,36.0,1,2,70.9,60.5,61,83.4,0.678,311,0,109,158,267
3C,1,Madhya Pradesh,345,259.2,1,1,56.3,43.7,83,67.6,0.922,151,1,170,169,266
3G,3,Gujarat,20,15.6,0,0,62.5,76.9,206,11.0,2.289,239,0,18,139,266
3D,2,Karnataka,165,93.2,2,0,60.0,73.8,54,91.0,0.45,236,0,54,88,265
3C,1,Andhra Pradesh,212,41.2,1,2,30.2,44.0,34,84.6,0.378,119,1,273,305,265
3H,4,Tamil Nadu,109,18.3,5,2,1.7,64.6,116,86.1,1.933,461,1,1613,1572,264
3D,2,Andhra Pradesh,115,46.5,1,0,84.9,74.9,85,69.9,0.708,225,0,6,51,263
3A,0,Karnataka,89,7.6,2,0,71.5,64.9,13,49.9,0.217,63,0,13,10,263
3C,1,Rajasthan,33,3.0,1,1,71.9,42.6,50,102.6,0.556,153,0,66,64,262
3D,2,Gujarat,199,160.5,2,1,82.9,84.7,32,159.5,0.267,351,1,187,106,261
3D,2,Uttar Pradesh,47,25.5,1,1,33.7,35.7,33,68.5,0.275,170,0,128,228,260
3G,3,Tamil Nadu,381,214.5,1,0,36.0,19.0,134,5.7,1.489,151,1,367,576,259
3C,1,Tamil Nadu,232,143.2,2,1,89.3,64.4,47,132.9,0.522,180,0,69,39,257
3D,2,Maharashtra,514,138.7,0,0,77.4,60.4,40,73.6,0.333,187,0,6,89,256
3G,3,Madhya Pradesh,431,153.8,3,1,48.8,52.2,139,77.4,1.544,371,1,222,211,256
3H,4,Gujarat,133,57.7,2,1,64.1,92.9,105,59.9,1.75,345,0,28,103,255
3H,4,Maharashtra,156,100.9,1,1,69.5,56.3,129,76.5,2.15,435,1,317,302,254
3G,3,Maharashtra,336,126.9,2,0,40.2,51.7,25,64.8,0.278,219,1,218,358,254
3G,3,Maharashtra,154,24.8,1,0,61.8,54.5,195,41.3,2.167,319,0,80,121,253
3D,2,Uttar Pradesh,255,117.0,0,1,72.5,57.1,81,83.3,0.675,248,0,42,64,252
3D,2,Tamil Nadu,116,109.0,0,1,47.5,34.8,85,6.1,0.708,97,0,59,232,251
3A,0,Karnataka,125,29.7,0,0,99.2,60.7,38,22.0,0.633,60,0,7,7,251
3D,2,Madhya Pradesh,166,58.2,0,1,53.0,27.1,54,15.3,0.45,85,0,34,220,251
3D,2,Maharashtra,100,15.6,3,0,56.5,83.0,238,48.4,1.983,335,1,465,401,251
3C,1,Gujarat,358,237.8,1,0,48.0,38.6,38,59.6,0.422,98,0,64,117,251
3C,1,Rajasthan,25,16.3,1,0,72.1,59.8,40,73.0,0.444,113,0,23,60,250
3G,3,Madhya Pradesh,105,81.1,5,1,35.5,50.2,88,96.3,0.978,377,1,967,951,250
3C,1,Karnataka,187,88.3,0,0,56.1,24.0,7,41.3,0.078,48,0,18,120,250
3C,1,Karnataka,19,3.2,0,0,41.5,26.1,6,47.8,0.067,54,0,39,136,250
3D,2,Tamil Nadu,94,60.7,1,0,47.8,50.5,23,56.1,0.192,135,0,106,241,250
3G,3,Maharashtra,35,3.0,0,0,57.1,29.9,61,53.6,0.678,222,0,97,236,249
3C,1,Maharashtra,150,122.9,0,0,65.6,63.6,48,24.4,0.533,72,0,0,68,249
3A,0,Andhra Pradesh,217,81.5,3,1,39.9,37.0,9,55.5,0.15,65,1,84,79,249
3E,5,Andhra Pradesh,121,92.1,3,0,26.9,51.2,367,32.3,8.156,528,1,1392,1328,249
3C,1,Uttar Pradesh,84,15.4,0,0,52.6,50.4,69,29.1,0.767,98,0,16,68,248
3H,4,Karnataka,250,106.1,1,1,54.8,23.0,182,24.2,3.033,279,1,212,354,248
3C,1,Gujarat,187,73.7,4,3,25.9,23.6,9,111.9,0.1,121,1,409,438,248
3D,2,Tamil Nadu,39,21.4,1,0,61.7,47.8,108,63.7,0.9,235,0,54,89,247
3C,1,Gujarat,1345,824.9,0,0,46.1,18.6,28,35.3,0.311,63,1,153,240,247
3D,2,Rajasthan,805,263.1,0,0,65.6,52.5,57,73.2,0.475,203,0,22,89,246
3D,2,Andhra Pradesh,479,47.5,3,1,44.1,55.5,213,50.0,1.775,313,1,216,173,246
3G,3,Andhra Pradesh,79,67.5,3,0,67.7,72.1,128,75.8,1.422,355,1,373,377,245
3C,1,Andhra Pradesh,73,15.0,3,1,46.4,48.7,46,99.8,0.511,146,1,198,202,245
3D,2,Gujarat,73,24.7,1,0,76.6,89.0,100,66.6,0.833,233,0,26,63,245
3H,4,Rajasthan,272,145.1,1,1,60.6,60.5,106,111.1,1.767,550,1,321,190,245
3D,2,Maharashtra,304,147.7,3,0,40.2,37.1,41,71.7,0.342,184,1,262,348,244
3A,0,Madhya Pradesh,307,182.2,2,0,19.0,27.7,11,28.6,0.183,40,1,137,158,244
3H,4,Andhra Pradesh,81,23.3,0,2,39.7,27.4,109,11.4,1.817,155,0,162,428,243
3A,0,Karnataka,36,23.5,0,1,83.4,74.4,18,24.9,0.3,43,0,0,16,243
3C,1,Uttar Pradesh,183,99.2,3,0,55.8,58.8,50,114.7,0.556,165,1,166,151,242
3H,4,Maharashtra,243,30.4,0,0,53.9,28.1,41,26.8,0.683,148,0,87,358,241
3H,4,Karnataka,177,153.0,2,0,52.6,45.2,70,91.9,1.167,437,1,468,451,241
3D,2,Gujarat,286,61.3,1,0,60.0,36.3,97,85.6,0.808,268,1,202,204,240
3A,0,Gujarat,262,158.2,0,0,62.6,55.0,17,44.6,0.283,62,0,30,28,240
3A,0,Karnataka,64,39.3,0,0,55.1,29.5,6,13.6,0.1,20,0,4,45,240
3H,4,Madhya Pradesh,326,128.1,0,1,76.7,57.4,38,85.6,0.633,380,0,50,90,239
3H,4,Karnataka,45,48.1,2,2,53.4,57.1,227,74.6,3.783,526,1,342,236,239
3H,4,Uttar Pradesh,70,9.9,0,0,42.2,41.7,89,15.3,1.483,150,0,48,318,236
3A,0,Uttar Pradesh,670,420.3,4,0,30.0,48.8,25,28.3,0.417,53,1,106,113,236
3C,1,Karnataka,107,49.2,1,0,50.0,43.8,10,67.3,0.111,77,0,57,130,235
3D,2,Rajasthan,57,21.3,0,0,75.8,57.9,55,79.8,0.458,215,0,13,69,235
3D,2,Rajasthan,175,56.7,2,1,72.8,62.1,103,71.6,0.858,246,0,22,46,234
